cid;hex;lac;bch;bsic;bts_date;reg;bts_place;bts_lat;bts_lon
14331;37FB;24666;36;2;30.04.2020;BM;Brno - Líšeň, Holzova, příhradová věž v poli, +O2;49.195025;16.70166667
14333;37FD;24666;28;11;22.04.2020;BM;Brno - Líšeň, Holzova, příhradová věž v poli, +O2;49.195025;16.70166667
14334;37FE;25410;52;26;23.04.2020;BM;Brno - Útěchov, příhradový stožár u silnice, +O2;49.28381389;16.63230278
14336;3800;25410;8;48;07.05.2020;BM;Brno - Útěchov, příhradový stožár u silnice, +O2;49.28381389;16.63230278
4011:34003;262898899;10012;;31;02.10.2017;BM;Brno - Ivanovice, Hradecká 408/40, Globus, indoor pikocela;49.26163333;16.57869444
4011:34429;262899325;10012;;192;03.05.2021;BM;Brno - Brněnské Ivanovice, Jahodová 572/31, Scaserv, indoor pikocela;49.15805833;16.65890278
1201:11:00;307467;24646;800;22;31.03.2018;BM;Brno - Dolní Heršpice, Skandinávská, poutač Avion Shopping Park, +O2;49.15687778;16.62879722
1201:12:00;307468;24646;800;23;31.03.2018;BM;Brno - Dolní Heršpice, Skandinávská, poutač Avion Shopping Park, +O2;49.15687778;16.62879722
1211:11:00;310027;24656;800;74;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:12:00;310028;24656;800;72;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:13:00;310029;24656;800;73;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:21:00;310037;24656;1800;135;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:22:00;310038;24656;1800;136;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:23:00;310039;24656;1800;137;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:111;310127;24656;2100;74;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:112;310128;24656;2100;72;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
1211:113;310129;24656;2100;73;23.08.2018;BM;Brno - Lesná, Marie Majerové 480/13, panelák;49.22073611;16.63265556
2222:21:00;568853;24656;2600;21;25.04.2019;BM;Brno - Medlánky, Technická 3082/12, indoor mikrocela v laboratoři UREL;49.22658333;16.57471944
2421:11:00;619787;24646;800;147;18.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:12:00;619788;24646;800;149;18.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:13:00;619789;24646;800;148;18.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:21:00;619797;24646;1800;343;18.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:22:00;619798;24646;1800;342;18.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:23:00;619799;24646;1800;344;18.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:111;619887;24646;2100;46;25.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:112;619888;24646;2100;47;25.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2421:113;619889;24646;2100;45;25.03.2019;BM;Brno - Bohunice, Švermova 238/3, panelák;49.16803611;16.57209167
2471:11:00;632587;24606;800;135;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:12:00;632588;24606;800;136;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:13:00;632589;24606;800;137;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:21:00;632597;24606;1800;130;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:22:00;632598;24606;1800;131;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:23:00;632599;24606;1800;129;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:111;632687;24606;2100;46;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:112;632688;24606;2100;47;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:113;632689;24606;2100;45;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:121;632697;24606;2600;45;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:122;632698;24606;2600;47;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2471:123;632699;24606;2600;46;01.09.2019;BM;Brno, Jezuitská 7/3, bytový dům;49.19698056;16.609725
2481:11:00;635147;24646;800;59;07.02.2019;BM;Brno - Chrlice, Tovární, příhradový stožár u obalovny;49.13092778;16.67684444
2481:12:00;635148;24646;800;58;11.02.2019;BM;Brno - Chrlice, Tovární, příhradový stožár u obalovny;49.13092778;16.67684444
2481:13:00;635149;24646;800;57;07.02.2019;BM;Brno - Chrlice, Tovární, příhradový stožár u obalovny;49.13092778;16.67684444
2581:11:00;660747;24606;800;16;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:12:00;660748;24606;800;17;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:13:00;660749;24606;800;15;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:21:00;660757;24606;1800;317;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:22:00;660758;24606;1800;315;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:23:00;660759;24606;1800;316;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:111;660847;24606;2100;15;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:112;660848;24606;2100;17;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
2581:113;660849;24606;2100;16;04.03.2019;BM;Brno - Černá Pole, náměstí 28. října 1899/11, bytový dům;49.20404722;16.61275
3181:11:00;814347;24656;800;76;03.10.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
3181:12:00;814348;24656;800;77;03.10.2019;BM;Brno - Černá Pole, Provazníkova 1254/42, bytový dům;49.21421389;16.62355556
4251:11:00;1088267;24646;800;78;19.03.2021;BM;Brno - Maloměřice, Hády 968/2, příhradový stožár v areálu E.ON;49.2192;16.66027778
4251:12:00;1088268;24646;800;79;19.03.2021;BM;Brno - Maloměřice, Hády 968/2, příhradový stožár v areálu E.ON;49.2192;16.66027778
4251:13:00;1088269;24646;800;80;19.03.2021;BM;Brno - Maloměřice, Hády 968/2, příhradový stožár v areálu E.ON;49.2192;16.66027778
4251:21:00;1088277;24646;1800;35;19.03.2021;BM;Brno - Maloměřice, Hády 968/2, příhradový stožár v areálu E.ON;49.2192;16.66027778
4251:22:00;1088278;24646;1800;33;19.03.2021;BM;Brno - Maloměřice, Hády 968/2, příhradový stožár v areálu E.ON;49.2192;16.66027778
4251:23:00;1088279;24646;1800;34;19.03.2021;BM;Brno - Maloměřice, Hády 968/2, příhradový stožár v areálu E.ON;49.2192;16.66027778
4581:11:00;1172747;24656;800;178;15.12.2021;BM;Brno - Soběšice, příhradový stožár u haly EMS Brno;49.24696389;16.61537778
4581:12:00;1172748;24656;800;177;15.12.2021;BM;Brno - Soběšice, příhradový stožár u haly EMS Brno;49.24696389;16.61537778
4611:61;1180477;24606;1800;441;06.03.2023;BM;Brno - Staré Brno, Leitnerova, Fakultní nemocnice U sv. Anny, budova C1, indoor;49.19032778;16.60176944
4761:61;1218877;24606;1800;77;02.07.2022;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B, indoor;49.18931111;16.61740556
4761:62;1218878;24606;1800;75;02.07.2022;BM;Brno - Trnitá, Vlněna 526/3, Nová Vlněna budova B, indoor;49.18931111;16.61740556
6031:31:00;1543967;24656;800;67;24.05.2023;BM;Brno, Žabovřeská, tramvajový tunel, indoor;49.20103056;16.56902778
6031:41:00;1543977;24656;1800;278;11.05.2023;BM;Brno, Žabovřeská, tramvajový tunel, indoor;49.20103056;16.56902778
70404:12;18023436;25400;800;420;21.12.2014;BM;Brno, Lipový vrch 478 m, příhradová věž;49.22322778;16.45885556
70446:11;18034187;24666;800;477;02.01.2015;BM;Brno - Líšeň, Holzova, příhradová věž v poli;49.195025;16.70166667
70446:12;18034188;24666;800;478;02.01.2015;BM;Brno - Líšeň, Holzova, příhradová věž v poli;49.195025;16.70166667
72898:11;18661899;25410;800;0;17.02.2020;BM;Brno - Útěchov, příhradový stožár u silnice;49.28381389;16.63230278
72898:13;18661901;25410;800;2;17.02.2020;BM;Brno - Útěchov, příhradový stožár u silnice;49.28381389;16.63230278
600011:11;153602827;24606;800;385;24.12.2014;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:12;153602828;24606;800;386;24.12.2014;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:13;153602829;24606;800;384;24.12.2014;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:21;153602837;24606;1800;208;15.12.2017;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:22;153602838;24606;1800;207;15.12.2017;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:23;153602839;24606;1800;209;15.12.2017;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:111;153602927;24606;2100;258;10.06.2016;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:112;153602928;24606;2100;259;10.06.2016;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:113;153602929;24606;2100;260;10.06.2016;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:121;153602937;24606;2600;52;11.10.2018;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:122;153602938;24606;2600;51;11.10.2018;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600011:123;153602939;24606;2600;53;11.10.2018;BM;Brno, Masarykova 409/26, obchodní dům Petrov;49.19191111;16.61025833
600031:41;153607977;24606;1800;371;24.10.2017;BM;Brno, Nádražní 418/1, hlavní nádraží, mikrocela na budově a indoor;49.19094722;16.61266944
600041:11;153610507;24606;800;243;24.12.2014;BM;Brno, Husova 200/16, hotel International;49.19503611;16.60543889
600041:12;153610508;24606;800;245;24.12.2014;BM;Brno, Husova 200/16, hotel International;49.19503611;16.60543889
600041:13;153610509;24606;800;244;24.12.2014;BM;Brno, Husova 200/16, hotel International;49.19503611;16.60543889
600041:21;153610517;24606;1800;65;23.12.2017;BM;Brno, Husova 200/16, hotel International;49.19503611;16.60543889
600041:22;153610518;24606;1800;63;23.12.2017;BM;Brno, Husova 200/16, hotel International;49.19503611;16.60543889
